mse_penalty,tol,breakpoint_reg,t_squared_objective,lower_bound,upper_bound
0.0,1e-06,0.0,True,0.0468653682412106,12.060673902356244
0.0,1e-06,0.0,False,0.0488566560165157,
0.0,1e-06,1e-12,True,0.0468651135102862,12.060701696517343
0.0,1e-06,1e-12,False,0.0488566578803734,1.0468430972988492
0.0,1e-06,1e-08,True,0.0468661245798592,12.062231656570974
0.0,1e-06,1e-08,False,0.0488566411206799,
0.0,1e-09,0.0,True,0.0479463628424366,1.7270402466834724
0.0,1e-09,0.0,False,0.0488606758680227,
0.0,1e-09,1e-12,True,0.0479461229188025,1.727040092748915
0.0,1e-09,1e-12,False,0.0488606778072746,
0.0,1e-09,1e-08,True,0.0479469297750704,1.72704262527596
0.0,1e-09,1e-08,False,0.0488606886937722,
0.3333333333333333,1e-06,0.0,True,0.0488604109756065,0.0610342120165229
0.3333333333333333,1e-06,0.0,False,0.0488805805287648,1.0165351472753112
0.3333333333333333,1e-06,1e-12,True,0.0488604127281281,0.0610342119994877
0.3333333333333333,1e-06,1e-12,False,0.0488805788610885,1.0165354891481018
0.3333333333333333,1e-06,1e-08,True,0.0488604161634394,0.0610341545455385
0.3333333333333333,1e-06,1e-08,False,0.0488805896851534,1.01653530055788
0.3333333333333333,1e-09,0.0,True,0.0488606895699179,0.0598082951739373
0.3333333333333333,1e-09,0.0,False,0.0488606627252106,1.0179049135566576
0.3333333333333333,1e-09,1e-12,True,0.0488606922192985,0.0598082951717985
0.3333333333333333,1e-09,1e-12,False,0.0488606761140879,1.017905095011785
0.3333333333333333,1e-09,1e-08,True,0.04886069484836,0.059808171403395
0.3333333333333333,1e-09,1e-08,False,0.0488606861286504,1.0179050312599935
0.6666666666666666,1e-06,0.0,True,0.0488612386018158,0.0629385592947608
0.6666666666666666,1e-06,0.0,False,0.0488809352830963,1.0152590980650142
0.6666666666666666,1e-06,1e-12,True,0.0488612367439178,0.0629390291192406
0.6666666666666666,1e-06,1e-12,False,0.0488809348131089,1.0152593299548265
0.6666666666666666,1e-06,1e-08,True,0.0488612530010076,0.0629390054748741
0.6666666666666666,1e-06,1e-08,False,0.0488809451388924,1.0152593313484006
0.6666666666666666,1e-09,0.0,True,0.0488606581787157,0.0624240836027711
0.6666666666666666,1e-09,0.0,False,0.0488606760683793,1.0152022816912183
0.6666666666666666,1e-09,1e-12,True,0.0488606583258602,0.0624242283904782
0.6666666666666666,1e-09,1e-12,False,0.0488606754464808,1.015202054787828
0.6666666666666666,1e-09,1e-08,True,0.0488606687695172,0.0624240036855942
0.6666666666666666,1e-09,1e-08,False,0.0488606849774104,1.01520242716793
1.0,1e-06,0.0,True,0.0488601755589883,0.0631312464004916
